"Item Code","ItemStatus","Description","Size","Age","Proof","Bottles Per Case","Unit Price","Effective Date"
"7979B",,"FARIGOULE THYME LIQ","750 ML",,80,12,10.00,04/01/2019
"7980B",,"8 SECONDS CANADIAN WHISKEY","750 ML","10 YRS",80,12,29.45,04/01/2019
"7982B",,"TEQUILA 30-30 ANEJO GOLD TEQUILA","750 ML",,80,6,35.40,04/01/2019
"7985B",,"1921 TEQUILA REPOSADO","750 ML",,80,6,53.05,04/01/2019
"7986B",,"1921 RESERVA ESPECIAL","750 ML",,80,6,59.35,04/01/2019
"7989B",,"BRIOTTET CREME DE NOISETTE","750 ML",,50,12,12.00,04/01/2019
"7990B",,"BRIOTTET CREME DE FRAMBOISE RASPBERRY","750 ML",,36,12,3.00,04/01/2019
"7991B",,"LONGROW 18 YEAR SINGLE MALT SCOTCH","750 ML","18 YRS",92,3,99.00,04/01/2019
"7992B",,"LONGROW CV SINGLE MALT SCOTCH","750 ML",,92,6,59.45,04/01/2019
"7993B",,"PRICHARD'S KEY LIME FLAVORED RUM","750 ML",,70,6,13.00,04/01/2019
"7994B",,"ST. GEORGE ABSINTHE VERTE:BRANDY & HERB","750 ML",,120,6,61.95,04/01/2019
"7995B",,"PINNACLE ROOTBEER FLAVORED VODKA","750 ML",,70,12,9.00,04/01/2019
"7996B",,"PINNACLE BUTERSCOTCH FLAVORED VODKA","750 ML",,70,12,13.95,04/01/2019
"7998B",,"NUVO VODKA & CHAMPAGNE LIQUEUR","750 ML",,30,12,12.00,04/01/2019
"7998D",,"NUVO VODKA & CHAMPAGNE LIQUEUR","200 ML",,30,12,8.95,04/01/2019
"7998E",,"NUVO VODKA & CHAMPAGNE LIQUEUR","375 ML",,30,12,13.95,04/01/2019
"8000B",,"GOLDENBARR CHOCOLATE FLAVORED VODKA","750 ML",,80,12,23.45,04/01/2019
"8001A",,"TOUCANO LIGHT GOLD BRAZILIAN RUM","LITER",,80,12,23.95,04/01/2019
"8002B",,"BUSHMILLS MALT 16 YEAR OLD IRISH SGL MLT","750 ML","16 YRS",80,6,99.95,04/01/2019
"8005B",,"SVEDKA VANILLA FLAVORED VODKA","750 ML",,70,12,7.00,04/01/2019
"8006B",,"HIRAM WALKER SOUR APPLE SCHNAPPS","750 ML",,30,12,3.00,04/01/2019
"8007B",,"HIRAM WALKER SOURBALLS BLUE RASPBERRY LQ","750 ML",,30,12,9.85,04/01/2019
"8010B",,"STRATHISLA 1968 35YR CASK BY DUNCAN&TYLR","750 ML","35 YRS",86,6,149.00,04/01/2019
"8011A",,"BOLS POMEGRANATE LIQUEUR","LITER",,34,12,5.00,04/01/2019
"8012B",,"D'ARISTI SPECIAL RESERVE (MEXICO)","750 ML","10 YRS",80,6,16.00,04/01/2019
"8014B",,"MACTARNAHAN VINTAGE 1994","750 ML","10 YRS",92,12,20.00,04/01/2019
"8015B",,"VAN GOGH IMPORTED GIN FROM HOLLAND","750 ML",,94,6,11.00,04/01/2019
"8018B",,"NAVIP SLIVOVITZ YUGOSLAVIAN","750 ML",,100,12,25.75,04/01/2019
"8020B",,"CELTIC HONEY WHISKEY FLAVORED LIQUEUR","750 ML",,60,12,19.95,04/01/2019
"8021B",,"PATRON XO CAFE COFFEE LIQUEUR","750 ML",,70,6,24.95,04/01/2019
"8021E",,"PATRON XO CAFE COFFEE LIQUEUR","375 ML",,70,12,10.00,04/01/2019
"8021F",,"PATRON XO CAFE COFFEE LIQUEUR","50 ML",,70,60,1.00,04/01/2019
"8022B",,"ZUIDAM GENEVER HOLLAND GIN","750 ML",,80,6,64.10,04/01/2019
"8023B",,"OLD GRAND DAD SPECIAL SELECT","750 ML","4 YRS",114,12,26.95,04/01/2019
"8025B",,"BENRIACH 34 YEAR OLD SINGLE CASK SCOTCH","750 ML","34 YRS",95,6,99.00,04/01/2019
"8026B",,"CITRONGE ORANGE LIQUEUR","750 ML",,80,12,24.95,04/01/2019
"8026E","@","CITRONGE ORANGE LIQUEUR","375 ML",,80,12,10.95,04/01/2019
"8027B",,"CORAZON DE AGAVE ANEJO GOLD TEQUILA","750 ML",,80,6,44.95,04/01/2019
"8027E",,"CORAZON DE AGAVE ANEJO GOLD TEQUILA","375 ML",,80,12,12.95,04/01/2019
"8029A",,"PONTALIER ANIS","LITER",,90,12,30.00,04/01/2019
"8030B",,"GLEN GARIOCH 15 YEAR","750 ML","15 YRS",86,6,44.10,04/01/2019
"8032B",,"HANGAR 1 FRASER RIVER RASPBERRY VODKA","750 ML",,80,6,27.95,04/01/2019
"8033B",,"GLEN SPEY 1995 11 YEAR SCOTCH","750 ML","11 YRS",86,6,60.55,04/01/2019
"8036B",,"SINGLE MALT VODKA","750 ML",,80,6,19.00,04/01/2019
"8037B",,"GLENLIVET FRENCH OAK CELLAR COLLCTN 1983","750 ML","20 YRS",92,6,198.45,04/01/2019
"8040B",,"JACAPO POLI GRAPPA AMOROSA DI PINOT","750 ML",,80,6,10.00,04/01/2019
"8041E",,"JACOPO POLI PO DI POLI MOSCATO","375 ML",,80,6,24.00,04/01/2019
"8042E",,"JACOPO POLI L'ARZENTE ITALIAN BRANDY","375 ML",,80,6,29.00,04/01/2019
"8043B",,"JACOPO POLI STAGIONE DI CILIEGE CHERRY","750 ML",,80,6,20.00,04/01/2019
"8044B",,"PORT ELLEN 1982","750 ML","22 YRS",80,6,255.30,04/01/2019
"8046B",,"DUNCAN AND TAYLOR CAPERDONICH 33 YR CASK","750 ML","33 YRS",96,6,176.00,04/01/2019
"8047B",,"STRATHISLA SINGLE MALT SCOTCH","750 ML","12 YRS",86,6,25.00,04/01/2019
"8048B",,"TULLAMORE DEW 10YEAR IRISH WHISKEY","750 ML","10 YRS",80,6,19.00,04/01/2019
"8049B",,"GRAN CENTENARIO ANEJO GOLD TEQUILA","750 ML",,80,6,34.95,04/01/2019
"8051B",,"BRUICHLADDICH 10 YEAR","750 ML","10 YRS",92,6,63.25,04/01/2019
"8052B",,"BRUICHLADDICH 34 YR OLD SINGLE CSK SCTCH","750 ML","34 YRS",92,6,212.00,04/01/2019
"8054B",,"COYOPA BARBADOS DARK RUM","750 ML","10 YRS",80,6,55.90,04/01/2019
"8055B",,"LONGMORN GLENLIVET BY GORDON&MACPHAIL","750 ML","12 YRS",80,6,74.00,04/01/2019
"8056B",,"ZUIDAM HOLLAND DRY GIN","750 ML",,89,6,64.10,04/01/2019
"8058B",,"AUCHENTOSHAN THREE WOOD SINGLE MALT","750 ML",,86,6,69.95,04/01/2019
"8059B",,"LYSHOLM LINIE AQUAVIT","750 ML",,83,12,27.95,04/01/2019
"8060B",,"KILBEGGAN 15 YEAR IRISH","750 ML","15 YRS",80,3,110.45,04/01/2019
"8061B",,"OLD FITZGERALD PRIME","750 ML",,80,12,11.20,04/01/2019
"8062B",,"BOLS CREME NOYAUX","750 ML",,50,12,5.00,04/01/2019
"8067B",,"FLOR DE CANA LIMON FLAVORED NICARAGUAN","750 ML",,70,12,16.45,04/01/2019
"8069F",,"HARDY XO COGNAC","50 ML",,80,120,8.00,04/01/2019
"8070A",,"DEKUYPER FROSTY SPEARMINT SCHNAPPS","LITER",,60,12,3.00,04/01/2019
"8070B",,"DEKUYPER FROSTY SPEARMINT SCHNAPPS","750 ML",,60,12,7.00,04/01/2019
"8072B",,"EMANOR PRESTIGE POLISH VODKA","750 ML",,80,12,34.25,04/01/2019
"8073B",,"CASA NOBLE TEQUILA ""CRYSTAL"" SILVER TEQ","750 ML",,80,6,39.95,04/01/2019
"8075B",,"MACALLAN FINE OAK 10 YEAR SINGLE MALT","750 ML","10 YRS",80,12,52.95,04/01/2019
"8076B",,"DUNCAN & TAYLOR GLENROTHES 36 YR","750 ML","35 YRS",96,6,229.00,04/01/2019
"8077B",,"MACALLAN FINE OAK 17 YEAR SINGLE MALT","750 ML","17 YRS",86,12,248.95,04/01/2019
"8078B",,"HIGHLAND PARK SINGLE MALT 30 YR SCOTCH","750 ML","30 YRS",96,6,"1,267.95",04/01/2019
"8080B",,"GLENGOYNE SINGLE MALT 17 YEAR","750 ML","17 YRS",86,6,39.00,04/01/2019
"8081B",,"MACALLAN TRIPLE CASK 15 YR","750 ML","15 YRS",86,12,119.95,04/01/2019
"8082B",,"ARMADALE SCOTTISH VODKA","750 ML",,80,12,18.00,04/01/2019
"8083B",,"JEFFERSON'S","750 ML",,82,6,33.95,04/01/2019
"8084B",,"ARROW LIME FLAVORED VODKA","750 ML",,60,12,5.00,04/01/2019
"8085B",,"BOWMORE 1964 FINO CASK","750 ML","37 YRS",99,1,"2,185.00",04/01/2019
"8087B",,"TRAGO ANEJO TEQUILA GOLD","750 ML",,80,6,64.45,04/01/2019
"8088B",,"LITTLEMILL","750 ML","12 YRS",86,6,34.00,04/01/2019
"8089B",,"HAMPTON'S VODKA","750 ML",,80,6,23.15,04/01/2019
"8092B",,"GLENTROMIE 17 YEAR SINGLE MALT SCOTCH","750 ML","17 YRS",80,6,66.50,04/01/2019
"8094B",,"ARDBEG 10 YEAR MALT SCOTCH","750 ML","10 YRS",92,6,49.95,04/01/2019
"8097B",,"REDBREAST IRISH WHISKEY 12 YEAR","750 ML","12 YRS",80,6,64.95,04/01/2019
"8099B","@","CASA NOBLE RESERVA ESPECIAL REPOSADO TEQ","750 ML",,80,6,49.95,04/01/2019
"8100B",,"VERY OLD BARTON 6 YEAR 100 PROOF","750 ML",,100,12,15.95,04/01/2019
"8101H",,"MONTEZUMA TRIPLE SEC","1.75 L",,30,6,9.30,04/01/2019
"8102B",,"RITTENHOUSE VERY RARE 25YR SINGLE BARREL","750 ML",,100,3,198.45,04/01/2019
"8103B",,"HERRADURA REPOSADO","750 ML",,80,12,43.25,04/01/2019
"8105B",,"DUNCAN AND TAYLOR GLENBURGIE 34YEAR CASK","750 ML","34 YRS",88,6,180.00,04/01/2019
"8107B",,"SPRINGBANK 21 YEAR SINGLE MALT","750 ML","21 YRS",92,6,300.00,04/01/2019
"8108B",,"CHAMUCOS TEQUILA ANEJO ESPECIAL","750 ML",,80,6,54.95,04/01/2019
"8109B","@","WHITE HORSE","750 ML",,80,12,17.95,04/01/2019
"8110B",,"CIROC SNAP FROST VODKA","750 ML",,80,12,35.95,04/01/2019
"8110D",,"CIROC SNAP FROST VODKA","200 ML",,80,24,8.95,04/01/2019
"8110H",,"CIROC SNAP FROST VODKA","1.75 L",,80,6,59.95,04/01/2019
"8112B",,"TRAGO TEQUILA WHITE","750 ML",,80,6,58.45,04/01/2019
"8113E",,"MINAKI BLUEBERRY CANADIAN FRUIT LIQUEUR","375 ML",,36,6,14.95,04/01/2019
"8114B",,"CROIZET VSOP COGNAC","750 ML",,80,12,34.25,04/01/2019
"8115B",,"LICOR 43","750 ML",,62,12,26.95,04/01/2019
"8116B",,"BOWMORE 17Y","750 ML","17 YRS",80,6,72.00,04/01/2019
"8118B",,"CROIZET XO COGNAC","750 ML",,80,12,66.50,04/01/2019
"8119B",,"SUNTORY HIBIKI 12YR BLENDED JAPANESE WHK","750 ML",,86,6,99.95,04/01/2019
"8120B",,"TULLAMORE DEW 10 YEARS OLD SINGLE MALT","750 ML",,80,6,30.00,04/01/2019
"8122B",,"CROIZET XO--GOLD BOTTLE COGNAC","750 ML",,80,6,59.00,04/01/2019
"8123B",,"JEFFERSON'S RESERVE STRAIGHT BOURBON","750 ML",,90,6,49.95,04/01/2019
"8124B",,"TORTUGA GOLD RUM","750 ML",,80,12,19.90,04/01/2019
"8129B",,"ZAFARRANCHO REPOSADO GOLD TEQUILA","750 ML",,80,6,40.45,04/01/2019
"8130B",,"KUTSKOVA--THE NOBLE RUSSIAN VODKA","750 ML",,80,12,7.00,04/01/2019
"8132B",,"CHAMUCOS TEQUILA REPOSADO ESPECIAL GOLD","750 ML",,80,6,49.95,04/01/2019
"8133A",,"DUBOUCHETT CRANBERRIA","LITER",,40,12,5.00,04/01/2019
"8134B",,"LONACH CARSEBRIDGE 1963 43YR:DUNCN&TAYLR","750 ML","43 YRS",86,6,106.45,04/01/2019
"8136B","@","MANDARINE NAPOLEON","750 ML",,76,6,29.95,04/01/2019
"8137H",,"USHER'S GREEN STRIPED","1.75 L",,80,6,15.00,04/01/2019
"8139B",,"APEROL LIQUEUR","750 ML",,22,6,20.95,04/01/2019
"8140B","@","ZWACK UNICUM BITTER","750 ML",,80,6,19.95,04/01/2019
"8140F",,"ZWACK UNICUM BITTER","50 ML",,80,60,0.50,04/01/2019
"8141D",,"TARANTULA BERRY READY-TO-DRINK MARGARITA","200 ML",,11,24,2.45,04/01/2019
"8143B",,"RUSKOVA SELECT RUSSIAN VODKA","750 ML",,80,12,5.00,04/01/2019
"8144B",,"JACOPO POLI UVA VIVA DI POLI","750 ML",,80,6,39.00,04/01/2019
"8149B",,"RON BOTRAN ANEJO (GUATEMALA)","750 ML","12 YRS",80,12,18.10,04/01/2019
"8150D",,"TARANTULA MELON READY-TO-DRINK MARGARITA","200 ML",,11,24,2.45,04/01/2019
"8151B",,"DISTILLERS' MASTERPIECE STRAIGHT BOURBON","750 ML","18 YRS",99,3,120.00,04/01/2019
"8153B",,"VERY OLD BARTON STRAIGHT BOURBON 6Y 90","750 ML","6 YRS",90,12,15.95,04/01/2019
"8154B","@","MACALLAN FINE OAK 21 YEAR SINGLE MALT","750 ML","21 YRS",86,6,499.95,04/01/2019
"8156B",,"O. P. ANDERSON AQUAVIT","750 ML",,80,12,22.30,04/01/2019
"8158B",,"GODIVA WHITE CHOCOLATE LIQUEUR","750 ML",,30,12,28.95,04/01/2019
"8158F",,"GODIVA WHITE CHOCOLATE LIQUEUR","50 ML",,30,60,1.00,04/01/2019
"8160B",,"GODIVA CAPPUCCINO","750 ML",,30,12,28.45,04/01/2019
"8160F",,"GODIVA CAPPUCCINO","50 ML",,30,60,3.75,04/01/2019
"8161B",,"DEKUYPER VANILLA DELIGHT LIQUEUR","750 ML",,30,12,3.00,04/01/2019
"8162A",,"BOLS PUMPKIN SMASH LIQUEUR","LITER",,42,12,2.00,04/01/2019
"8164B",,"DEKUYPER CREME DE ALMOND","750 ML",,56,12,3.00,04/01/2019
"8165B",,"CASTRIES PEANUT RUM CREME (ST LUCIA)","750 ML",,32,6,9.00,04/01/2019
"8169B",,"DEKUYPER TROPICAL COCONUT RUM LIQUEUR","750 ML",,42,12,5.00,04/01/2019
"8170B",,"OLD FITZGERALD VERY SPECIAL","750 ML","12 YRS",90,6,29.50,04/01/2019
"8171B",,"GLENLIVET ARCHIVE SINGLE MALT AGED 21YRS","750 ML","21 YRS",86,3,199.95,04/01/2019
"8172B",,"REYKA ICELAND VODKA","750 ML",,80,6,23.95,04/01/2019
"8172H",,"REYKA ICELAND VODKA","1.75 L",,80,6,35.95,04/01/2019
"8173B",,"KNAPPOGUE CASTLE 1951V SINGLE MALT IRISH","750 ML",,80,1,999.00,04/01/2019
"8174B",,"JOHNNY LOVE TANGERINE FLAVORED VODKA","750 ML",,70,12,21.55,04/01/2019
"8175A",,"NASSAU ROYALE","LITER",,68,12,5.00,04/01/2019
"8175B",,"NASSAU ROYALE","750 ML",,68,12,18.00,04/01/2019
"8176B",,"GREENORE IRISH WHISKEY","750 ML","8 YRS",80,6,25.00,04/01/2019
"8178B",,"GERMAIN-ROBIN CIGAR LOVERS GRAPE BRANDY","750 ML",,80,12,94.00,04/01/2019
"8179B",,"A. DE FUSSIGNY TRES VIELLE GRANDE CHMPGN","750 ML",,84,6,120.00,04/01/2019
"8181B",,"CLUB BRASS MONKEY","750 ML",,45,12,5.00,04/01/2019
"8185B",,"RON MATUSALEM GRAN RESERVA DOM REPUBLIC","750 ML","15 YRS",80,6,29.95,04/01/2019
"8186B",,"STOCK 84 BRANDY","750 ML",,80,12,12.95,04/01/2019
"8187B",,"RON ZACAPA CENTENARIO(WRAP/PALM LEAVES)","750 ML",,80,6,44.95,04/01/2019
"8188B",,"TONALA ANEJO GOLD TEQUILA","750 ML",,80,6,39.00,04/01/2019
"8188F",,"TONALA ANEJO GOLD TEQUILA","50 ML",,80,60,5.00,04/01/2019
"8189B",,"BUFFALO TRACE BOURBON","750 ML",,90,12,25.95,04/01/2019
"8189E",,"BUFFALO TRACE BOURBON","375 ML",,90,12,14.95,04/01/2019
"8189F",,"BUFFALO TRACE BOURBON","50 ML",,90,120,5.00,04/01/2019
"8189H",,"BUFFALO TRACE BOURBON","1.75 L",,90,6,47.95,04/01/2019
"8190B",,"LONGROW GAJA WOOD EXPRESION SINGLE MALT","750 ML","7 YRS",112,6,113.45,04/01/2019
"8191B",,"JOHNNY DRUM GREEN LABEL KENTUCKY BOURBON","750 ML",,80,12,22.15,04/01/2019
"8192B",,"PRISTINE VODKA (UKRAINE)","750 ML",,80,6,20.00,04/01/2019
"8193B",,"D & T HIGHLAND PARK 40 YR","750 ML","40 YRS",81,1,584.30,04/01/2019
"8195B",,"JOHNNY DRUM 12 YEAR BOURBON BLACK LABEL","750 ML",,86,12,12.00,04/01/2019
"8196A",,"BOLS CANDY CANE LIQUEUR","LITER",,48,12,6.00,04/01/2019
"8197B",,"BRIOTTET MANDARINE LIQUEUR","750 ML",,50,12,7.00,04/01/2019
"8199D",,"ETTER CHRISTMAS PLUM LIQUEUR","200 ML",,40,6,5.00,04/01/2019
"8200B",,"BOLS MELON LIQUEUR","750 ML",,42,12,3.00,04/01/2019
"8201B",,"MARIE BRIZARD ANISETTE","750 ML",,50,6,3.00,04/01/2019
"8202B",,"EL CONQUISTADOR BLANCO WHITE TEQUILA","750 ML",,80,6,5.00,04/01/2019
"8203B",,"EL CONQUISTADOR ANEJO GOLD TEQUILA","750 ML",,80,6,45.45,04/01/2019
"8204B",,"AGUA LUCA BRAZILIAN RUM","750 ML",,80,6,14.00,04/01/2019
"8205A",,"PADDY IRISH WHISKEY","LITER",,80,12,24.00,04/01/2019
"8205B",,"PADDY IRISH WHISKEY","750 ML",,80,12,19.95,04/01/2019
"8206B","@","EL DORADO CASK AGED 5 YEAR DARK RUM","750 ML","5 YRS",80,12,25.95,04/01/2019
"8207B",,"DANNY DEVITO'S LIMONCELLO LEMON LQ:ITALY","750 ML",,60,12,13.00,04/01/2019
"8208B",,"OLD PULTENEY 12 YR","750 ML","12 YRS",86,6,39.95,04/01/2019
"8209B",,"BUNNAHAHAIN 36 YEAR BY DUNCAN & TAYLOR","750 ML","36 YRS",80,6,205.00,04/01/2019
"8210B",,"SPRINGBANK 10 YEAR","750 ML","10 YRS",92,6,81.95,04/01/2019
"8211B",,"LUXARDO MARASCHINO LIQUEUR","750 ML",,80,12,32.95,04/01/2019
"8213B",,"ZAYA GRAN RESERVA GUATAMALA RUM 12 YEAR","750 ML",,80,6,34.95,04/01/2019
"8214B",,"HIRAM WALKER PUMPKIN SPICE LIQUEUR","750 ML",,30,12,6.00,04/01/2019
"8215B",,"RAMAZZOTTI AMARO","750 ML",,60,6,29.65,04/01/2019
"8217B",,"EL CONQUISTADOR REPOSADO GOLD TEQUILA","750 ML",,80,6,41.10,04/01/2019
"8218B",,"JACQUIN KUMMEL","750 ML",,64,12,3.00,04/01/2019
"8219B",,"MARIE BRIZARD CRANBERRY LIQUEUR","750 ML",,34,6,13.45,04/01/2019
"8220B",,"MARIE BRIZARD COCONUT LIQUEUR","750 ML",,40,6,6.00,04/01/2019
"8221B",,"LUNAZUL BLANCO TEQUILA","750 ML",,80,12,16.95,04/01/2019
"8221E",,"LUNAZUL BLANCO TEQUILA","375 ML",,80,12,9.95,04/01/2019
"8221H",,"LUNAZUL BLANCO TEQUILA","1.75 L",,80,6,35.95,04/01/2019
"8222B",,"ARDMORE HIGHLAND SINGLE MALT (PEATED)","750 ML",,92,6,44.95,04/01/2019
"8223B",,"BRINLEY GOLD LIME WEST INDIES FLV RUM","750 ML",,72,6,22.60,04/01/2019
"8223F",,"BRINLEY GOLD LIME WEST INDIES FLV RUM","50 ML",,72,120,1.75,04/01/2019
"8225B",,"VOODOO TIKI DESERT ROSE PEAR FLAVOR TEQ","750 ML",,67,6,16.00,04/01/2019
"8226B",,"CAOL ILA 27YR OLD CASK #2932","750 ML","27 YRS",108,6,204.45,04/01/2019
"8227B",,"OLD FORESTER 100 PROOF","750 ML",,100,12,21.95,04/01/2019
"8228B",,"DAMRAK HOLLAND GIN","750 ML",,84,6,16.95,04/01/2019
"8231B",,"ISLE OF JURA SINGLE MALT 16 YEAR","750 ML","16 YRS",86,6,79.95,04/01/2019
"8233B",,"VOODOO TIKI TEQUILA BLANCO","750 ML",,80,6,29.00,04/01/2019
"8234B",,"KONA GOLD COFFEE LIQUEUR","750 ML",,42,12,9.00,04/01/2019
"8234F",,"KONA GOLD COFFEE LIQUEUR","50 ML",,42,120,1.00,04/01/2019
"8235B",,"VOODOO TIKI GREEN DRAGON LIME FLAVOR TEQ","750 ML",,67,6,16.00,04/01/2019
"8236E",,"GRPPA D MICHELE CHIARLO VINACCE D BAROLO","375 ML",,84,12,5.00,04/01/2019
"8237B",,"PIKESVILLE","750 ML",,80,12,20.20,04/01/2019
"8238B",,"INCHMURRIN 12 YEAR SINGLE MALT SCOTCH","750 ML","12 YRS",86,6,40.00,04/01/2019
"8239B",,"HUNGARIA CSASZARKORTE GOLDEN PEAR LIQUER","750 ML",,60,12,7.00,04/01/2019
"8240B",,"GREENORE IRISH WHISKEY","750 ML","15 YRS",86,6,89.00,04/01/2019
"8241B",,"WRAY AND NEPHEW WHITE OVERPROOF 126 PRF","750 ML",,126,12,22.95,04/01/2019
"8243B",,"VOODOO TIKI BLUE DRAGON BLU KIWI FLV TEQ","750 ML",,67,6,19.00,04/01/2019
"8245H",,"CHI-CHI'S LEMON DROP","1.75 L",,25,6,10.45,04/01/2019
"8247B",,"ORCHID MANGO FLAVORED LIQUEUR (CANADA)","750 ML",,32,12,8.00,04/01/2019
"8248D",,"BACARDI LIMON RUM SPECIALTY","200 ML",,70,24,4.75,04/01/2019
"8249B",,"ORCHID LYCHEE FLAVORED LIQUEUR (CANADA)","750 ML",,32,6,13.00,04/01/2019
"8250B",,"PAGES PARFAIT AMOUR VIOLET LIQUEUR","750 ML",,50,6,34.95,04/01/2019
"8251B",,"HW FRUJA TANGERINE LIQUEUR","750 ML",,30,12,10.45,04/01/2019
"8254A",,"THE TALL BLOND ESTONIAN VODKA","LITER",,80,6,35.15,04/01/2019
"8255B",,"SOI SANT NEUF BRANDY W/FLAVORS","750 ML",,72,12,14.00,04/01/2019
"8256B",,"FIGHTING COCK","750 ML",,103,12,18.95,04/01/2019
"8257B",,"EVAN WILLIAMS 1783","750 ML",,86,12,17.95,04/01/2019
"8258B",,"BULLDOG GIN ENGLAND","750 ML",,80,6,24.95,04/01/2019
"8259B",,"ORCHID GUAVA FLAVORED LIQUEUR (CANADA)","750 ML",,32,12,5.00,04/01/2019
"8260B",,"ORCHID PASSION FRUIT FLAVORED LIQ:CANADA","750 ML",,32,6,13.00,04/01/2019
"8261A",,"TEQUILA 30-30 REPOSADO GOLD TEQUILA","LITER",,80,12,20.00,04/01/2019
"8262B",,"ORCHID POMEGRANATE FLAVORED LIQ (CANADA)","750 ML",,32,12,13.00,04/01/2019
"8263B",,"JOHNNY LOVE PASSION FRUIT FLAVORED VODKA","750 ML",,70,12,21.55,04/01/2019
"8264B",,"YENI RAKI ARAK","750 ML",,86,12,28.30,04/01/2019
"8265B",,"SCANDALO REPOSADO TEQUILA","750 ML",,80,6,22.00,04/01/2019
"8266B",,"SEA WYNDE JAMAICAN/GUYANA DARK RUM","750 ML",,92,6,19.00,04/01/2019
"8267B",,"PECSETES BARACKPALINKA (APRICOT BRANDY)","750 ML",,86,12,10.00,04/01/2019
"8268B",,"BLACK MAPLE HILL SINGLE BARREL 14 YEAR","750 ML","14 YRS",95,12,74.45,04/01/2019
"8269B",,"SCANDALO BLANCO TEQUILA","750 ML",,80,6,20.00,04/01/2019
"8270B",,"GLEN ELGIN 12 YEAR","750 ML","12 YRS",92,6,40.00,04/01/2019
"8271B",,"ROSEBANK 14 YEAR OLD SNGL MLT SHRRY CASK","750 ML","14 YRS",92,6,40.00,04/01/2019
"8273B",,"VAN GOGH ORANJE VODKA HOLLAND","750 ML",,80,12,29.45,04/01/2019
"8274H",,"HIRAM WALKER 60 PROOF","1.75 L",,60,6,24.95,04/01/2019
"8275B",,"DES RIBAUDS VSOP COGNAC","750 ML","6 YRS",80,12,15.00,04/01/2019
"8276B",,"MEUKOW VS COGNAC","750 ML","6 YRS",80,12,32.45,04/01/2019
"8277B",,"M & R BLANCO VERMOUTH","750 ML",,36,12,2.00,04/01/2019
"8278B",,"HIRAM WALKER BLACK RASPBERRY LIQUEUR","750 ML",,33,12,6.95,04/01/2019
"8279B",,"MAISON SURRENNE PETITE CHAMPAGNE COGNAC","750 ML",,80,12,50.95,04/01/2019
"8280E",,"JIM BEAM AND GINGER ALE","375 ML",,10,24,2.15,04/01/2019
"8282B",,"DES RIBAUDS XO RED LABEL COEUR DU TEMPS","750 ML","30 YRS",80,6,77.95,04/01/2019
"8283A",,"SYN EXCEPTIONAL VODKA (LATVIA)","LITER",,80,12,29.45,04/01/2019
"8284B",,"GUSANO ROJO MEZCAL","750 ML",,80,12,20.00,04/01/2019
"8285B",,"BALUARTE REPOSADO GOLD TEQUILA","750 ML",,80,6,25.00,04/01/2019
"8286B",,"FERNET-BRANCA","750 ML",,78,6,33.95,04/01/2019
"8286E",,"FERNET-BRANCA","375 ML",,78,12,16.95,04/01/2019
"8286F",,"FERNET-BRANCA","50 ML",,78,120,2.00,04/01/2019
"8287B","@","BRANCA MENTA","750 ML",,80,6,32.95,04/01/2019
"8288B",,"PYRAT PLANTERS GOLD XO RESERVE ANGUILLAN","750 ML",,80,6,21.95,04/01/2019
"8289E",,"PYRAT PISTOL DARK ANGUILLAN RUM","375 ML",,80,12,18.45,04/01/2019
"8290B",,"ABERLOUR A'BUNDADH SINGLE MALT SCOTCH","750 ML",,120,6,84.95,04/01/2019
"8292B",,"CABO WABO BLANCO WHITE TEQUILA","750 ML",,80,6,35.95,04/01/2019
"8292E",,"CABO WABO BLANCO WHITE TEQUILA","375 ML",,80,12,19.95,04/01/2019
"8293B",,"CABO WABO ANEJO MILENIO GOLD TEQUILA","750 ML",,80,6,45.95,04/01/2019
"8294B",,"OP SWEDISH VODKA (FLAVRD W/FRUIT&SPICES)","750 ML",,80,12,26.20,04/01/2019
"8295B",,"TOMATIN 37 YEAR BY DUNCAN & TAYLOR","750 ML","37 YRS",103,6,178.00,04/01/2019
"8296B",,"DOOLEY'S TOFFEE LIQUEUR","750 ML",,34,6,20.00,04/01/2019
"8297B",,"ARROW BLACKBERRY BRANDY","750 ML",,60,12,10.95,04/01/2019
"8298B",,"HIRSCH 8 YEAR CANADIAN RYE WHISKEY","750 ML","8 YRS",86,6,19.00,04/01/2019
"8300E",,"CLEAR CREEK MARC DE GEWURZTRAMINER","375 ML",,80,12,5.00,04/01/2019
"8302B",,"CLEAR CREEK PEAR IN BOTTLE","750 ML",,80,6,79.95,04/01/2019
"8304B",,"COURVOISIER NAPOLEON","750 ML",,80,3,20.00,04/01/2019
"8305B",,"CLEAR CREEK GRAPPA PINOT NOIR","750 ML",,80,6,44.95,04/01/2019
"8305E",,"CLEAR CREEK GRAPPA PINOT NOIR","375 ML",,80,12,27.95,04/01/2019
"8306B",,"MANCINI'S COSMO MARTINI 42 AND 48 PROOF","750 ML",,48,6,13.45,04/01/2019
"8307E",,"CLEAR CREEK GRAPPA NEBBIOLO","375 ML",,88,12,31.25,04/01/2019
"8308B",,"HIRAM WALKER TRIPLE SEC 30 PROOF","750 ML",,30,12,4.95,04/01/2019
"8308H",,"HIRAM WALKER TRIPLE SEC 30 PROOF","1.75 L",,30,6,7.00,04/01/2019
"8310B",,"EVAN WILLIAMS SINGLE BARREL VINTAGE","750 ML","7 YRS",87,6,26.95,04/01/2019
